latitude,longitude,elevation,slope,aspect,terrain_roughness,temperature,humidity,wind_speed,wind_direction,precipitation,drought_index,vegetation_density,vegetation_type,fuel_moisture,distance_to_road,distance_to_water,population_density,elevation_squared,elevation_log,high_elevation,low_elevation,steep_slope,slope_elevation_interaction,terrain_complexity,flat_terrain,fire_weather_index,extreme_heat,low_humidity,high_wind,fuel_load,dry_vegetation,dense_vegetation,vegetation_elevation,drought_wind_combo,access_difficulty,suppression_challenge,urban_interface,aspect_wind_alignment,precipitation_deficit,fire_season_risk,topographic_exposure,fuel_weather_interaction,veg_chaparral,veg_forest,veg_grassland,veg_scrubland,high_risk_zone,risk_probability
34.1119941307321,-117.8242254012618,320.9077139836778,15.245508728655128,5.0334166696913085,5.549450626026006,80.4809431235429,57.505904477162,23.571732512212897,292.465801818503,0.3222603325669711,0.4288803588494017,35.37446800031807,forest,32.15191303233154,4.826554078149505,0.9118114112309981,268.58023589663327,102981.76089422996,5.7742649019308905,0,0,0,4892.401354630923,84.60419795832014,0,32.42536425326616,0,0,0,1.0670415298754847,0,0,11351.939659370833,10.109453098539976,73.58327232775429,5.060052406873519,0.003644224693171394,0.299580107310198,1.677739667433029,0.5899694411328533,4.892401354630923,34.599210279574976,False,True,False,False,0,0.03071612146742106
34.7457857370509,-117.90611386694886,1.0,5.098365963695053,277.8499686521645,1.5703332245933377,69.51933846215015,40.312326905440415,27.203405139076438,237.40249914916188,0.11421338375995503,5.069199595657209,69.937506045351,chaparral,30.899018790919087,0.7404366326237368,8.441907788359284,23.46728569769171,1.0,0.6931471805599453,0,1,0,5.098365963695053,8.006133463926172,0,45.77720188734764,0,0,1,2.192465746478089,0,0,69.937506045351,137.89949033150552,3.775016926041838,13.256608279013847,0.03967038302375199,0.7610010794653498,1.885786616240045,8.530320822385816,0.005098365963695053,100.36494710762182,True,False,False,False,1,0.939980870471168
34.505193335992544,-118.15441236310775,376.33377649265896,4.037968048115218,315.01243124829307,2.6798029863007082,55.793762948751144,77.40739779026529,6.685903971701235,351.8971178004335,0.05225506311043181,0.5101221250842991,74.14004597179633,forest,21.57882665287398,2.0246475960497663,0.4446913344735364,276.3803252466722,141627.11132922658,5.933130144544839,0,0,0,1519.6237649038908,10.820958833926003,1,4.757608998745861,0,0,0,3.2836093350475015,0,1,27901.403489905457,3.4106275421537893,8.175462301542243,1.19168516610423,0.0035790343665891137,0.7998451042877718,1.9477449368895683,0.3629967799467033,1.5196237649038908,15.622129320787908,False,True,False,False,0,6.515077035055932e-10
34.35852433261674,-117.65713871330448,774.042119605222,19.66861897465842,221.0985729418316,0.4612627738531159,77.76968785489883,24.699451867239418,9.39845385542556,295.1361316073818,0.43228029600502815,4.568226764492826,70.82819992572944,chaparral,38.26509258777862,0.6758263111702983,6.9751919329520735,81.34600827883602,599141.2029229447,6.65291737575426,1,0,0,15224.339520852089,9.072401746110971,0,28.440872063378745,0,1,0,1.8038465022689119,0,1,54824.00999833403,42.934268447205824,13.292570207457535,3.2173963791513507,0.012045024118515131,0.2750071680887572,1.567719703994972,13.824013498820348,15.224339520852089,51.30296759300336,True,False,False,False,0,0.07126226733866015
33.871620504486685,-118.63938312981308,661.2889708849639,0.6174126494851361,67.75199340475042,3.1725420917091736,53.06049070651463,17.062911533776763,26.754667139039903,279.77767365883506,0.8186489564923405,6.288681593326368,63.39841655040351,grassland,35.738008046195674,0.2355901156794691,4.051136806954764,17.898800584114696,437303.1030140946,6.4957019726042216,0,0,0,408.28817558938454,1.9587676184452765,1,78.59285389469504,0,1,1,1.7256900937765622,0,0,41924.6736363526,168.25158277285408,0.14545631751417074,12.852402039336289,0.052261920208975216,0.8478104985264743,1.1813510435076595,18.473241737078602,0.4082881755893845,135.62690940770395,False,False,True,False,1,0.9999501997742622
33.87159397236982,-118.7579565265975,628.4558743431728,1.4934680233646243,102.70007889871671,3.1345085495462373,79.4081431777522,58.65327127617835,22.59962438751261,304.23656843316917,0.15174756638799336,7.447231914283074,34.298843575143,chaparral,43.23506110431249,9.3544743848141,3.2410085306168983,133.2098290326778,394956.7859964418,6.444855754670385,0,0,0,938.578752427185,4.681288287710334,1,30.083751833466778,0,0,0,0.7753768779534747,0,0,21555.30972797621,168.30464398949397,13.970608369103324,10.158968948370955,0.0069655198137377645,0.9301839684176154,1.8482524336120068,9.913469043289014,0.938578752427185,23.326245573760588,True,False,False,False,0,0.016028280835307013
33.76389197338502,-117.78984944295794,416.00200943765606,0.10216977713078569,171.33361105138678,2.3590010360104783,20.706942450473818,44.2874678776376,25.60992776459548,101.23593675276565,0.27206437575386894,1.385320052606267,61.128091460104706,forest,17.101731636008182,0.38773304707703893,0.25964244484558846,35.080543937841306,173057.67185616767,6.033091040582529,0,0,0,42.50283259020433,0.24101861010048312,1,11.709714082825274,0,0,1,3.3769195505311753,0,0,25429.40888049238,35.47794647809211,0.0396145990061015,0.6124967963830367,0.027421092595450985,0.34041771730572445,1.727935624246131,0.6334145835291887,0.04250283259020433,39.5427624174229,False,True,False,False,0,0.00024547345948695886
34.652793760352424,-118.32910523837613,116.2907791340641,2.4898126559918192,343.5645425843883,6.825239444481062,87.14899522675157,39.37124654906285,42.802129396538994,155.53697542141705,0.40458625045079627,1.665752834613481,58.8813645648933,chaparral,23.998096048733913,0.41769878969709817,7.540089027993545,24.904817648754637,13523.545311607677,4.764656143311795,0,1,0,289.54225366314216,16.993567549043522,1,92.39651705925263,0,0,1,2.3554339678551433,0,0,6847.359761728315,71.29776836977783,1.0399917329803003,51.46291304876041,0.037990288745311886,0.9902009926898758,1.5954137495492038,3.59584353324973,0.2895422536631422,217.63389479287085,True,False,False,False,1,0.9999998897266078
34.361226512917526,-117.79894048953082,654.5882964873402,1.0722790497017949,89.0464938543874,3.8587858598575506,58.44496093549215,54.90784649248981,28.2720994224921,203.20665062205265,1.1924283328759524,4.700649216917906,29.19588183554726,chaparral,23.034912010447364,3.6892874538708926,1.0500785049470256,18.88330341557114,428485.83789819805,6.485532995104689,0,0,0,701.901316503362,4.137695234810778,1,29.555095572029686,0,0,1,1.2147280515467065,0,0,19111.282555176564,132.89722201096268,3.9559456451134354,4.05202808662994,0.04242215060442654,0.40928865047311314,0.8075716671240476,4.913966054677559,0.701901316503362,35.90140365748831,True,False,False,False,0,0.04162213295587642
34.47887983557565,-117.73898273324596,249.71545698961256,82.0985200468063,263.3925254111597,1.262678249058343,60.691257870061186,37.42491981546494,17.145667056510757,166.45907463936683,0.07461627961948097,9.98036457979074,82.4576349368201,forest,51.03712034767443,3.241371721930955,4.1066862883623605,2.9846317027174374,62357.80945953104,5.52431865858718,0,1,1,20501.269451659104,103.66401554298265,0,27.081178195773315,0,0,0,1.5845925828696472,0,1,20590.945990530672,171.1200081876849,266.1118212920996,5.185423452021291,0.1383890847032997,0.12071641597949169,1.925383720380519,15.763751317068959,20.501269451659105,42.91263410439361,False,True,False,False,0,0.02561386214523431
